name,r,a,s
femur_r_center,91.4026712528166,-36.73973594506004,693.7338472727312
knee_r_lat,121.43034299761594,-23.30919292494442,315.6985211990222
knee_r_med,46.61899590236678,-18.09296778356922,311.44092661210414
gr_troch_as_r,137.52227555217877,-36.70355966520466,684.3496460407747
gr_troch_lat_r,148.10035054032272,-56.749437971046696,677.1920530154928
gr_troch_ps_r,127.5105053680673,-67.55326155229696,701.2709383237426
ls_troch_r,97.19081620488586,-61.82067424034559,644.7040753297078
knee_r_center_in_femur_r,82.72406761811179,-20.697734732476842,313.5237677589899
femur_r_midshaft_anter,104.56645983978244,-4.504826105497357,501.67391194354815
femur_r_midshaft_poster,105.01331055589942,-24.679391412684094,504.20681059415693
femur_r_anter_diaph_25,115.10657687852844,-22.50984407275988,596.4062072280551
femur_r_poster_diaph_25,121.8738120138279,-49.15000690978071,601.2434335114168
femur_r_anter_diaph_75,95.22706940460932,4.000023763104033,407.5497951989119
femur_r_poster_diaph_75,95.91610236608628,-18.829843514852026,410.4978222702351
patella_r_in_femur_r,83.39411948145482,21.646871095942764,293.8173687881819
